"Emissions from the combustion of fuel/tCOze (scope 1) -
business travel in leased cars

Emissions from the purchase of electricity/tCO2e (scope 2)

T&D losses from the purchase of electricity/tCO2e (scope 3)

Emissions from the combustion of fuel/tGOze (scope 3) -
business travel in employee cars

Total gross emissions/tCOze

tCOze per Emillion of turnover

Kwh used to calculate emissions

2020 2019

14 42

33 53

1 1

3 17

50 413

0.3 0.5
140,248 208,155"
